"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"69","ANCHORAGE ","AK ",0,0,"2020",761736,0,0
"70","DENALI ","AK ",0,0,"2068",0,0,NA
"71","FAIRBANKS NORTH STAR ","AK ",0,0,"2090",76453,0,0
"72","JUNEAU ","AK ",4,3,"2110",45895,317,0.690707048698115
"73","KENAI PENINSULA ","AK ",0,0,"2122",0,0,NA
"74","KETCHIKAN GATEWAY ","AK ",0,0,"2130",1537,0,0
"75","KODIAK ISLAND ","AK ",0,0,"2150",918,0,0
"76","MATANUSKA SUSITNA ","AK ",0,0,"2170",103207,0,0
"77","PRINCE WALES KETCHIK ","AK ",0,0,"2201",0,0,NA
"78","SITKA BOROUGH ","AK ",0,0,"2220",1922,0,0
"79","VALDEZ CORDOVA ","AK ",0,0,"2261",0,0,NA
"80","WRANGELL PETERSBURG ","AK ",0,0,"2280",784,0,0
"81","YUKON KOYUKUK ","AK ",0,0,"2290",972,0,0
"1","AUTAUGA ","AL ",4,2,"1000",68830,529,0.768560220833939
"2","BALDWIN ","AL ",7,3,"1010",1099095,2857,0.259941133387014
"3","BARBOUR ","AL ",2,2,"1020",29720,265,0.891655450874832
"4","BIBB ","AL ",5,4,"1030",513059,775,0.151054751987588
"5","BLOUNT ","AL ",8,6,"1040",410175,5365,1.30797830194429
"6","BULLOCK ","AL ",1,1,"1050",13160,32,0.243161094224924
"7","BUTLER ","AL ",20,9,"1060",2126280,17877,0.840764151475817
"8","CALHOUN ","AL ",5,3,"1070",738117,959,0.129925201560186
"9","CHAMBERS ","AL ",4,3,"1080",80730,157,0.194475411866716
"10","CHEROKEE ","AL ",12,9,"1090",701595,2108,0.300458241578118
"11","CHILTON ","AL ",4,2,"1100",56583,1447,2.55730519767421
"12","CHOCTAW ","AL ",0,0,"1110",34524,0,0
"13","CLARKE ","AL ",2,2,"1120",255134,414,0.162267671106164
"14","CLAY ","AL ",23,14,"1130",1626919,3205,0.196998129593422
"15","CLEBURNE ","AL ",1,1,"1140",46344,73,0.157517693768341
"16","COFFEE ","AL ",3,1,"1150",198160,457,0.230621719822366
"17","COLBERT ","AL ",0,0,"1160",34125,0,0
"18","CONECUH ","AL ",1,1,"1170",11460,272,2.37347294938918
"19","COOSA ","AL ",1,1,"1180",9568,134,1.4005016722408
"20","COVINGTON ","AL ",0,0,"1190",86005,0,0
"21","CRENSHAW ","AL ",1,1,"1200",11984,17,0.141855807743658
"22","CULLMAN ","AL ",2,1,"1210",163350,640,0.391796755433119
"23","DALE ","AL ",0,0,"1220",75418,0,0
"24","DALLAS ","AL ",18,6,"1230",15036664,28625,0.190368023120022
"25","DE KALB ","AL ",4,1,"1240",188956,163,0.0862634687440462
"26","ELMORE ","AL ",7,6,"1250",178414,1025,0.574506484917103
"27","ESCAMBIA ","AL ",5,2,"1260",2351358,3159,0.134347895981811
"28","ETOWAH ","AL ",3,1,"1270",271245,133,0.0490331619016019
"29","FAYETTE ","AL ",27,17,"1280",1867272,13992,0.749328432065602
"30","FRANKLIN ","AL ",41,18,"1290",9805810,26610,0.271369728762846
"31","GENEVA ","AL ",0,0,"1300",39704,0,0
"32","GREENE ","AL ",32,19,"1310",1991562,15209,0.763671931880604
"33","HALE ","AL ",0,0,"1320",42646,0,0
"34","HENRY ","AL ",19,10,"1330",879846,2542,0.288914196347997
"35","HOUSTON ","AL ",6,6,"1340",564504,345,0.0611155988265805
"36","JACKSON ","AL ",35,22,"1350",7232098,31466,0.435088130719468
"37","JEFFERSON ","AL ",78,42,"1360",18412864,113388,0.615808599900591
"38","LAMAR ","AL ",4,2,"1370",158721,142,0.0894651621398555
"39","LAUDERDALE ","AL ",1,0,"1380",374786,52,0.0138745844295144
"40","LAWRENCE ","AL ",11,9,"1390",733824,8722,1.18856837606838
"41","LEE ","AL ",25,9,"1400",15013774,9561,0.0636815233797978
"42","LIMESTONE ","AL ",2,0,"1410",119284,24,0.0201200496294558
"43","LOWNDES ","AL ",5,4,"1420",320550,417,0.130088909686476
"44","MACON ","AL ",9,4,"1430",535042,1408,0.263156911046236
"45","MADISON ","AL ",39,18,"1440",3416701,10108,0.295840929598464
"46","MARENGO ","AL ",0,0,"1450",23568,0,0
"47","MARION ","AL ",41,23,"1460",15745271,27686,0.175836922717939
"48","MARSHALL ","AL ",22,17,"1470",651094,2500,0.38396913502505
"49","MOBILE ","AL ",7,2,"1480",1792448,15302,0.853692826793302
"50","MONROE ","AL ",40,24,"1490",10043023,64486,0.642097503908933
"51","MONTGOMERY ","AL ",58,18,"1500",20321182,72191,0.35525000465032
"52","MORGAN ","AL ",12,6,"1510",732811,1136,0.155019507076177
"53","PERRY ","AL ",9,8,"1520",226765,817,0.360284876413909
"54","PICKENS ","AL ",4,3,"1530",275730,1150,0.417074674500417
"55","PIKE ","AL ",11,6,"1540",417168,1876,0.449698922256741
"56","RANDOLPH ","AL ",14,9,"1550",535512,4150,0.77495929129506
"57","RUSSELL ","AL ",5,4,"1560",141550,720,0.508654185800071
"58","SAINT CLAIR ","AL ",18,7,"1570",1588864,9085,0.571792173527753
"59","SHELBY ","AL ",23,10,"1580",5135809,9849,0.191771150367936
"60","SUMTER ","AL ",6,1,"1590",782030,240,0.0306893597432324
"61","TALLADEGA ","AL ",1,1,"1600",188088,1887,1.00325379609544
"62","TALLAPOOSA ","AL ",0,0,"1610",57981,0,0
"63","TUSCALOOSA ","AL ",6,0,"1620",382485,210,0.0549041138868191
"64","WALKER ","AL ",8,5,"1630",402754,2758,0.68478525352945
"65","WASHINGTON ","AL ",89,53,"1640",7246862,61958,0.854963155086988
"66","WILCOX ","AL ",1,1,"1650",13818,213,1.54146765089014
"67","WINSTON ","AL ",4,2,"1660",58677,286,0.487414148644273
"97","ARKANSAS ","AR ",0,0,"4000",7930,0,0
"98","ASHLEY ","AR ",0,0,"4010",21970,0,0
"99","BAXTER ","AR ",1,0,"4020",302520,38,0.012561152981621
"100","BENTON ","AR ",25,19,"4030",1582332,5489,0.346893066688912
"101","BOONE ","AR ",18,10,"4040",892872,2713,0.303850943920293
"102","BRADLEY ","AR ",3,3,"4050",216560,1277,0.589674916882157
"103","CARROLL ","AR ",19,11,"4070",1077282,2191,0.203382215612996
"104","CHICOT ","AR ",0,0,"4080",10908,0,0
"105","CLARK ","AR ",58,14,"4090",30035725,94038,0.313087165367242
"106","CLEVELAND ","AR ",6,1,"4120",522512,1981,0.379130048687877
"107","COLUMBIA ","AR ",21,11,"4130",1158085,8306,0.717218511594572
"108","CONWAY ","AR ",0,0,"4140",15156,0,0
"109","CRAIGHEAD ","AR ",0,0,"4150",133270,0,0
"110","CRAWFORD ","AR ",22,15,"4160",644137,2372,0.368244643608425
"111","CRITTENDEN ","AR ",1,0,"4170",83597,23,0.0275129490292714
"112","CROSS ","AR ",0,0,"4180",9783,0,0
"113","DESHA ","AR ",1,0,"4200",23526,12,0.0510073960724305
"114","DREW ","AR ",0,0,"4210",11516,0,0
"115","FAULKNER ","AR ",1,0,"4220",157170,45,0.028631418209582
"116","FULTON ","AR ",18,11,"4240",5531225,6535,0.118147426655036
"117","GARLAND ","AR ",1,0,"4250",502960,14,0.00278352155240973
"118","GRANT ","AR ",17,10,"4260",608810,3412,0.560437574941279
"119","HEMPSTEAD ","AR ",0,0,"4280",11082,0,0
"120","HOT SPRING ","AR ",0,0,"4290",17364,0,0
"121","HOWARD ","AR ",7,2,"4300",690143,701,0.10157315223077
"122","INDEPENDENCE ","AR ",0,0,"4310",41490,0,0
"123","IZARD ","AR ",0,0,"4320",27832,0,0
"124","JOHNSON ","AR ",26,16,"4350",3587454,12286,0.342471290224209
"125","LITTLE RIVER ","AR ",0,0,"4400",7761,0,0
"126","LOGAN ","AR ",10,7,"4410",244393,1605,0.656729120719497
"127","LONOKE ","AR ",1,0,"4420",73584,25,0.0339747771254621
"128","MILLER ","AR ",1,1,"4450",81248,43,0.0529243796770382
"129","MISSISSIPPI ","AR ",0,0,"4460",62384,0,0
"130","NEVADA ","AR ",5,4,"4490",416788,1974,0.47362208124994
"131","NEWTON ","AR ",5,2,"4500",294164,341,0.115921730735236
"132","OUACHITA ","AR ",5,0,"4510",363657,131,0.0360229556972642
"133","PHILLIPS ","AR ",3,2,"4530",25698,51,0.198459024048564
"134","POINSETT ","AR ",0,0,"4550",10054,0,0
"135","POLK ","AR ",53,25,"4560",12733331,19752,0.15512044727338
"136","POPE ","AR ",5,5,"4570",122794,244,0.198706777204098
"137","PRAIRIE ","AR ",0,0,"4580",2056,0,0
"138","PULASKI ","AR ",9,5,"4590",1686824,670,0.0397196150872883
"139","SAINT FRANCIS ","AR ",1,0,"4610",42975,22,0.0511925538103549
"140","SALINE ","AR ",6,4,"4620",256609,250,0.0974244862806838
"141","SCOTT ","AR ",19,16,"4630",908317,4786,0.526908557254791
"142","SEARCY ","AR ",0,0,"4640",6531,0,0
"143","SEBASTIAN ","AR ",6,1,"4650",310304,334,0.107636382386305
"144","SEVIER ","AR ",6,4,"4660",257504,2414,0.937461165651796
"145","SHARP ","AR ",1,0,"4670",56738,13,0.0229123338855793
"146","STONE ","AR ",3,1,"4680",107441,636,0.591952792695526
"147","UNION ","AR ",31,20,"4690",3831079,8896,0.232206122609322
"148","VAN BUREN ","AR ",5,2,"4700",180500,115,0.0637119113573407
"149","WHITE ","AR ",6,3,"4720",241894,511,0.211249555590465
"150","WOODRUFF ","AR ",0,0,"4730",3478,0,0
"151","YELL ","AR ",0,0,"4740",12975,0,0
"1863","AMERICAN SOMOA ","AS ",0,0,"ASzzz ",29331,0,0
"82","APACHE ","AZ ",2,1,"3000",113344,64,0.0564652738565782
"83","COCHISE ","AZ ",8,5,"3010",847514,2164,0.255335015114795
"84","COCONINO ","AZ ",4,1,"3020",479490,277,0.0577697136540908
"85","GILA ","AZ ",7,4,"3030",316825,653,0.2061074725795
"86","GRAHAM ","AZ ",5,4,"3040",75805,380,0.501286194842029
"87","GREENLEE ","AZ ",1,1,"3050",5735,31,0.540540540540541
"88","LA PAZ ","AZ ",5,2,"3055",138496,140,0.10108595194085
"89","MARICOPA ","AZ ",43,6,"3060",77314485,152826,0.197668004902316
"90","MOHAVE ","AZ ",19,4,"3070",2519772,2627,0.104255464383285
"91","NAVAJO ","AZ ",7,2,"3080",350568,482,0.137491157207731
"92","PIMA ","AZ ",14,4,"3090",16123212,51219,0.317672434003845
"93","PINAL ","AZ ",12,4,"3100",2394000,9856,0.411695906432749
"94","SANTA CRUZ ","AZ ",10,5,"3110",1043853,5695,0.545574903746026
"95","YAVAPAI ","AZ ",14,1,"3120",2512048,1993,0.0793376559683573
"96","YUMA ","AZ ",13,2,"3130",1166668,1501,0.128656995820576
"152","ALAMEDA ","CA ",13,4,"5000",13474161,63654,0.47241531402215
"153","ALPINE ","CA ",0,0,"5010",298,0,0
"154","AMADOR ","CA ",3,1,"5020",109004,1068,0.979780558511614
"155","BUTTE ","CA ",5,1,"5030",1071815,629,0.0586855007627249
"156","CALAVERAS ","CA ",4,2,"5040",175389,681,0.388279766690043
"157","COLUSA ","CA ",1,1,"5050",21805,41,0.18803026828709
"158","CONTRA COSTA ","CA ",11,5,"5060",9899250,54909,0.554678384726116
"159","DEL NORTE ","CA ",1,0,"5070",64220,21,0.0327000934288384
"160","EL DORADO ","CA ",5,1,"5080",978984,6125,0.625648631642601
"161","FRESNO ","CA ",7,3,"5090",4365188,20781,0.476061970297728
"162","GLENN ","CA ",2,1,"5100",25488,36,0.141242937853107
"163","HUMBOLDT ","CA ",4,1,"5110",588325,117,0.0198869672374963
"164","IMPERIAL ","CA ",7,1,"5120",564219,377,0.0668180263337463
"165","INYO ","CA ",1,1,"5130",61829,23,0.0371993724627602
"166","KERN ","CA ",11,5,"5140",5277354,27307,0.517437336968488
"167","KINGS ","CA ",29,8,"5150",30031005,77995,0.259714917965616
"168","LAKE ","CA ",40,14,"5160",16035043,9614,0.0599561847136924
"169","LASSEN ","CA ",1,1,"5170",63645,38,0.0597061827323435
"170","LOS ANGELES ","CA ",36,8,"5200",191253492,365226,0.190964356352772
"171","MADERA ","CA ",4,2,"5300",368460,4273,1.15969168973566
"172","MARIN ","CA ",6,2,"5310",1440632,12996,0.902104076544183
"173","MARIPOSA ","CA ",2,2,"5320",45591,201,0.44087648878068
"174","MENDOCINO ","CA ",4,1,"5330",329322,367,0.111441081980554
"175","MERCED ","CA ",4,1,"5340",567048,408,0.071951580818555
"176","MODOC ","CA ",0,0,"5350",13748,0,0
"177","MONO ","CA ",1,1,"5360",4608,14,0.303819444444444
"178","MONTEREY ","CA ",4,1,"5370",1466112,410,0.0279651213549852
"179","NAPA ","CA ",3,2,"5380",644532,6718,1.04230666592194
"180","ORANGE ","CA ",53,17,"5400",53108252,145450,0.27387457602634
"181","PLACER ","CA ",7,4,"5410",2181090,21558,0.988404880128743
"182","PLUMAS ","CA ",3,2,"5420",65580,166,0.253125953034462
"183","RIVERSIDE ","CA ",23,6,"5430",26578530,103398,0.389028287117459
"184","SACRAMENTO ","CA ",11,4,"5440",14641032,68762,0.469652685684998
"185","SAN BENITO ","CA ",2,2,"5450",52270,190,0.363497225942223
"186","SAN BERNARDINO ","CA ",21,9,"5460",18455080,83331,0.4515342117184
"187","SAN DIEGO ","CA ",20,3,"5470",50825676,141742,0.278878730506211
"188","SAN FRANCISCO ","CA ",8,4,"5480",8408031,38854,0.462105812882945
"189","SAN JOAQUIN ","CA ",7,1,"5490",3805732,15327,0.402734611895951
"190","SAN LUIS OBISPO ","CA ",5,1,"5500",1599876,4044,0.252769589643197
"191","SAN MATEO ","CA ",6,4,"5510",5486936,32584,0.593846912010638
"192","SANTA BARBARA ","CA ",7,3,"5520",2696750,10417,0.386279781218133
"193","SANTA CLARA ","CA ",7,3,"5530",17368806,66680,0.383906642747924
"194","SHASTA ","CA ",5,0,"5550",1062357,260,0.024473882131901
"195","SIERRA ","CA ",1,0,"5560",54340,11,0.0202429149797571
"196","SISKIYOU ","CA ",3,1,"5570",145950,92,0.0630352860568688
"197","SOLANO ","CA ",7,3,"5580",2239221,16889,0.754235513153905
"198","SONOMA ","CA ",5,3,"5590",3334352,20528,0.615651856792564
"199","STANISLAUS ","CA ",5,2,"5600",2642178,22208,0.840518693290157
"200","SUTTER ","CA ",3,1,"5610",164658,308,0.187054379380291
"201","TEHAMA ","CA ",2,1,"5620",145432,109,0.0749491171131525
"202","TRINITY ","CA ",2,1,"5630",64130,49,0.0764072976765944
"203","TULARE ","CA ",6,2,"5640",1388940,1506,0.108428009849238
"204","TUOLUMNE ","CA ",4,1,"5650",216702,568,0.262111101881847
"205","VENTURA ","CA ",12,3,"5660",6506082,22548,0.346568026655674
"206","YOLO ","CA ",7,5,"5670",429744,7703,1.79246248929595
"207","YUBA ","CA ",3,1,"5680",115869,409,0.352984836323779
"208","ADAMS ","CO ",25,13,"6000",2211076,18156,0.821138667327582
"209","ALAMOSA ","CO ",2,2,"6010",9910,170,1.71543895055499
"210","ARAPAHOE ","CO ",10,3,"6020",3086892,18873,0.611391652186082
"211","ARCHULETA ","CO ",1,1,"6030",18750,136,0.725333333333333
"212","BACA ","CO ",0,0,"6040",2104,0,0
"213","BENT ","CO ",1,1,"6050",7400,14,0.189189189189189
"214","BOULDER ","CO ",7,3,"6060",1468579,7503,0.510902035232698
"263","BROOMFIELD ","CO ",4,0,"6630",17970,1943,10.8124652198108
"215","CHAFFEE ","CO ",1,1,"6070",44070,211,0.478783753120036
"216","CHEYENNE ","CO ",0,0,"6080",5904,0,0
"217","CLEAR CREEK ","CO ",3,3,"6090",4466,241,5.39632781012091
"218","CONEJOS ","CO ",2,2,"6100",9198,211,2.2939769515112
"219","COSTILLA ","CO ",2,2,"6110",5358,76,1.41843971631206
"220","CROWLEY ","CO ",1,1,"6120",1986,22,1.10775427995972
"221","CUSTER ","CO ",2,2,"6130",50070,61,0.1218294387857
"222","DELTA ","CO ",3,3,"6140",141972,1646,1.15938354041642
"223","DENVER ","CO ",11,5,"6150",3660678,25826,0.705497724738423
"224","DOLORES ","CO ",1,1,"6160",816,15,1.83823529411765
"225","DOUGLAS ","CO ",39,26,"6170",4135594,21189,0.512356870621246
"226","EAGLE ","CO ",1,1,"6180",31872,130,0.407881526104418
"228","EL PASO ","CO ",18,7,"6200",7957359,13743,0.172708055524452
"227","ELBERT ","CO ",3,3,"6190",42260,396,0.937056318031235
"229","FREMONT ","CO ",4,2,"6210",194268,678,0.349002409043177
"230","GARFIELD ","CO ",3,2,"6220",187732,557,0.296699550422943
"231","GILPIN ","CO ",2,2,"6230",1659,88,5.3044002411091
"232","GRAND ","CO ",3,3,"6240",18047,66,0.365711752645869
"233","GUNNISON ","CO ",0,0,"6250",9304,0,0
"234","HINSDALE ","CO ",0,0,"6260",132,0,0
"235","HUERFANO ","CO ",2,2,"6270",15732,119,0.756420035596237
"236","KIOWA ","CO ",0,0,"6300",5550,0,0
"237","KIT CARSON ","CO ",1,1,"6310",6525,38,0.582375478927203
"238","LA PLATA ","CO ",1,1,"6330",90848,415,0.456806974286721
"239","LARIMER ","CO ",6,3,"6340",1360674,4122,0.30293810273438
"240","LAS ANIMAS ","CO ",3,3,"6350",39132,270,0.689972401103956
"241","LINCOLN ","CO ",36,16,"6360",1010495,3226,0.319249476741597
"242","MESA ","CO ",4,2,"6380",724997,8019,1.10607354237328
"243","MINERAL ","CO ",4,3,"6390",22112,143,0.646707670043415
"244","MOFFAT ","CO ",1,1,"6400",9654,17,0.17609281126994
"245","MONTEZUMA ","CO ",1,1,"6410",52224,262,0.501685049019608
"246","MONTROSE ","CO ",1,1,"6420",109536,1481,1.35206690037978
"247","OTERO ","CO ",4,3,"6440",154058,305,0.197977385140661
"248","OURAY ","CO ",1,1,"6450",2220,102,4.5945945945946
"249","PARK ","CO ",4,4,"6460",78322,300,0.383034141109778
"250","PITKIN ","CO ",1,1,"6480",6984,23,0.329324169530355
"251","PROWERS ","CO ",1,1,"6490",10700,29,0.271028037383178
"252","PUEBLO ","CO ",7,3,"6500",807766,5468,0.676928714503953
"253","RIO BLANCO ","CO ",1,1,"6510",4370,151,3.45537757437071
"254","RIO GRANDE ","CO ",7,5,"6520",90807,1919,2.11327320581012
"255","ROUTT ","CO ",0,0,"6530",22920,0,0
"256","SAGUACHE ","CO ",2,2,"6540",3572,32,0.895856662933931
"257","SAN JUAN ","CO ",15,6,"6550",3865500,17476,0.452101927305653
"258","SAN MIGUEL ","CO ",3,2,"6560",51083,84,0.16443826713388
"259","SEDGWICK ","CO ",6,1,"6570",2218661,1649,0.0743241080994348
"260","SUMMIT ","CO ",13,10,"6580",3622287,19476,0.53767136618385
"261","TELLER ","CO ",3,2,"6590",40320,382,0.947420634920635
"262","WELD ","CO ",7,2,"6610",460152,2316,0.503311949095082
"264","FAIRFIELD ","CT ",12,4,"7000",8763363,15226,0.173746083552627
"265","HARTFORD ","CT ",5,1,"7010",8099168,5279,0.0651795344904563
"266","LITCHFIELD ","CT ",1,0,"7020",682638,44,0.00644558316413678
"267","MIDDLESEX ","CT ",20,8,"7030",23539611,49911,0.212029841954483
"268","NEW HAVEN ","CT ",6,2,"7040",7033988,11300,0.160648553850248
"269","NEW LONDON ","CT ",2,0,"7050",1163260,46,0.00395440400254457
"270","TOLLAND ","CT ",1,0,"7060",316710,35,0.011051119320514
"271","WINDHAM ","CT ",2,1,"7070",378525,125,0.0330229179050261
"275","DISTRICT OF COLUMBIA ","DC ",4,2,"9000",3181477,5478,0.172184177349074
"272","KENT ","DE ",11,6,"8000",4229787,13880,0.328148911517294
"273","NEW CASTLE ","DE ",6,1,"8010",4021416,610,0.0151687863180531
"274","SUSSEX ","DE ",8,3,"8020",1552975,1345,0.0866079621371883
"276","ALACHUA ","FL ",0,0,"10000",749200,0,0
"277","BAKER ","FL ",4,2,"10010",75653,330,0.43620213342498
"278","BAY ","FL ",1,0,"10020",1079063,11,0.00101940294496244
"279","BRADFORD ","FL ",3,2,"10030",165343,178,0.107654995978058
"280","BREVARD ","FL ",9,4,"10040",9863247,25616,0.25971163451549
"281","BROWARD ","FL ",35,8,"10050",37792824,106050,0.280608826691543
"282","CHARLOTTE ","FL ",8,1,"10070",2904020,3386,0.116596993133656
"283","CITRUS ","FL ",3,0,"10080",2445307,83,0.00339425683564477
"284","COLLIER ","FL ",6,0,"10100",5675775,185,0.00325946676885535
"286","DE SOTO ","FL ",2,2,"10130",145593,104,0.0714320056596128
"287","DIXIE ","FL ",0,0,"10140",27918,0,0
"288","DUVAL ","FL ",8,3,"10150",7689470,9004,0.117095196417959
"289","FLAGLER ","FL ",3,2,"10170",682176,4919,0.721074913218876
"290","GADSDEN ","FL ",2,2,"10190",108346,1131,1.04387794657855
"291","GILCHRIST ","FL ",0,0,"10200",30360,0,0
"292","GLADES ","FL ",1,1,"10210",16500,46,0.278787878787879
"293","GULF ","FL ",0,0,"10220",17298,0,0
"294","HAMILTON ","FL ",25,11,"10230",11455909,28817,0.251547040047193
"295","HARDEE ","FL ",0,0,"10240",28664,0,0
"296","HENDRY ","FL ",1,0,"10250",92085,21,0.0228050171037628
"297","HERNANDO ","FL ",9,5,"10260",2446745,12467,0.509534095298039
"298","HIGHLANDS ","FL ",3,0,"10270",1522400,75,0.00492643194955334
"299","HILLSBOROUGH ","FL ",21,6,"10280",20267298,40304,0.198862226232624
"300","HOLMES ","FL ",4,3,"10290",66352,463,0.69779358572462
"301","INDIAN RIVER ","FL ",4,2,"10300",1322529,1962,0.148352134433347
"302","LAFAYETTE ","FL ",8,4,"10330",448637,947,0.211083793802116
"303","LEON ","FL ",5,3,"10360",744665,5007,0.672382883578522
"304","LEVY ","FL ",1,0,"10370",156080,14,0.00896975909789851
"305","LIBERTY ","FL ",4,3,"10380",158889,774,0.487132526480751
"306","MANATEE ","FL ",8,3,"10400",4724720,5547,0.11740378265802
"307","MARTIN ","FL ",13,7,"10420",2230442,3858,0.172970200525277
"285","MIAMI-DADE ","FL ",27,13,"10120",35774784,160716,0.449243802562162
"308","NASSAU ","FL ",17,3,"10440",18031068,31974,0.177327266471404
"309","OKALOOSA ","FL ",2,0,"10450",851220,63,0.0074011418904631
"310","OKEECHOBEE ","FL ",3,2,"10460",167464,679,0.405460278029905
"311","OSCEOLA ","FL ",7,2,"10480",2131781,6104,0.286333352253351
"312","PALM BEACH ","FL ",29,6,"10490",38201400,68493,0.179294476118676
"313","PASCO ","FL ",11,5,"10500",9611576,30120,0.3133721254454
"314","PINELLAS ","FL ",17,5,"10510",26641629,48361,0.181524185326656
"315","PUTNAM ","FL ",15,3,"10530",905609,319,0.0352249149467375
"316","SAINT JOHNS ","FL ",2,1,"10540",1069000,747,0.0698783910196445
"317","SAINT LUCIE ","FL ",9,3,"10550",3043278,5680,0.186640852396659
"318","SANTA ROSA ","FL ",2,1,"10560",504575,1593,0.31571124213447
"319","SARASOTA ","FL ",9,2,"10570",10510234,5517,0.0524916952372326
"320","SEMINOLE ","FL ",7,4,"10580",2917005,7727,0.264894986467284
"321","SUWANNEE ","FL ",1,0,"10600",150732,18,0.0119417243850012
"322","TAYLOR ","FL ",7,6,"10610",335508,863,0.257221884426005
"323","VOLUSIA ","FL ",9,2,"10630",11221326,32753,0.291881725920805
"324","WAKULLA ","FL ",2,2,"10640",28805,673,2.33639993056761
"325","WALTON ","FL ",4,1,"10650",258774,124,0.0479182607217108
"326","APPLING ","GA ",1,1,"11000",8139,20,0.245730433714215
"327","ATKINSON ","GA ",0,0,"11010",2318,0,0
"328","BACON ","GA ",0,0,"11011",1628,0,0
"329","BANKS ","GA ",2,2,"11040",9055,37,0.408614025400331
"330","BARROW ","GA ",3,2,"11050",95676,178,0.186044567080564
"331","BARTOW ","GA ",4,2,"11060",146627,288,0.196416758168687
"332","BEN HILL ","GA ",0,0,"11070",9216,0,0
"333","BERRIEN ","GA ",0,0,"11080",626454,0,0
"334","BLECKLEY ","GA ",0,0,"11100",2021,0,0
"335","BRANTLEY ","GA ",1,1,"11110",8880,20,0.225225225225225
"336","BROOKS ","GA ",0,0,"11120",10036,0,0
"337","BRYAN ","GA ",1,1,"11130",64817,33,0.0509125692333801
"338","BULLOCH ","GA ",1,0,"11140",38544,26,0.0674553756745538
"339","BURKE ","GA ",5,2,"11150",154144,464,0.301017230641478
"340","BUTTS ","GA ",2,2,"11160",18025,75,0.416088765603329
"341","CAMDEN ","GA ",10,6,"11170",3328831,10366,0.311400608802309
"342","CANDLER ","GA ",0,0,"11180",3362,0,0
"343","CATOOSA ","GA ",3,1,"11200",62430,81,0.129745314752523
"344","CHARLTON ","GA ",1,1,"11210",6420,19,0.29595015576324
"345","CHATHAM ","GA ",5,4,"11220",1214419,1045,0.0860493783447064
"346","CHATTAHOOCHEE ","GA ",1,1,"11230",930,16,1.72043010752688
"347","CHATTOOGA ","GA ",0,0,"11240",4875,0,0
"348","CLAYTON ","GA ",9,4,"11280",775973,1801,0.232095704360848
"349","CLINCH ","GA ",0,0,"11281",1123,0,0
"350","COBB ","GA ",7,2,"11290",3508056,3038,0.0866006700007069
"351","COLQUITT ","GA ",1,0,"11300",54032,18,0.0333135919455138
"352","COOK ","GA ",28,5,"11311",93586406,39892,0.0426258488866428
"353","COWETA ","GA ",3,2,"11320",228133,558,0.244594162177326
"354","CRISP ","GA ",1,1,"11340",29840,20,0.0670241286863271
"355","DADE ","GA ",1,1,"11341",27786,158,0.568631685021234
"356","DAWSON ","GA ",5,3,"11350",44275,127,0.286843591191417
"357","DECATUR ","GA ",3,2,"11360",80221,159,0.198202465688535
"358","DEKALB ","GA ",11,5,"11370",4239124,4658,0.109881192435041
"359","DODGE ","GA ",9,5,"11380",218068,1108,0.508098391327476
"360","DOOLY ","GA ",0,0,"11381",5394,0,0
"361","DOUGHERTY ","GA ",1,1,"11390",227910,467,0.20490544513185
"362","EARLY ","GA ",1,1,"11410",10460,40,0.382409177820268
"363","EFFINGHAM ","GA ",3,1,"11421",67601,87,0.128696321060339
"364","EMANUEL ","GA ",1,1,"11440",24576,33,0.13427734375
"365","EVANS ","GA ",1,1,"11441",5421,14,0.258254934513927
"366","FANNIN ","GA ",2,1,"11450",78484,43,0.0547882370929107
"367","FLOYD ","GA ",8,2,"11460",317083,1161,0.366150187805717
"368","FORSYTH ","GA ",9,4,"11461",1779502,17171,0.964932885717465
"369","GILMER ","GA ",3,2,"11471",37521,53,0.141254230963994
"370","GLYNN ","GA ",1,0,"11490",161369,58,0.0359424672644684
"371","GORDON ","GA ",1,0,"11500",71870,22,0.0306108251008766
"372","GRADY ","GA ",3,2,"11510",108779,135,0.12410483641144
"373","GWINNETT ","GA ",7,2,"11530",2700420,3065,0.113500862828745
"374","HABERSHAM ","GA ",2,1,"11540",68180,60,0.0880023467292461
"375","HALL ","GA ",7,5,"11550",337168,801,0.23756702889954
"376","HANCOCK ","GA ",11,7,"11560",499817,1637,0.327519872273252
"377","HARALSON ","GA ",1,1,"11570",38872,59,0.15178020168759
"378","HARRIS ","GA ",20,4,"11580",36155514,43724,0.120933144526724
"379","HART ","GA ",1,1,"11581",44891,20,0.0445523601612795
"380","HEARD ","GA ",1,1,"11590",5360,26,0.485074626865672
"381","IRWIN ","GA ",0,0,"11601",4149,0,0
"382","JASPER ","GA ",9,6,"11611",604260,663,0.109720981034654
"383","JEFF DAVIS ","GA ",1,1,"11612",7172,15,0.20914668153932
"384","JENKINS ","GA ",0,0,"11630",5860,0,0
"385","JONES ","GA ",9,6,"11650",142945,412,0.288222743013047
"386","LANIER ","GA ",0,0,"11652",3884,0,0
"387","LAURENS ","GA ",3,2,"11660",212190,635,0.299260097082803
"388","LONG ","GA ",0,0,"11691",1566,0,0
"389","LUMPKIN ","GA ",2,1,"11701",17388,38,0.218541522889349
"390","MCDUFFIE ","GA ",1,0,"11702",13408,15,0.111873508353222
